rental_rate,film_id,length,rental_duration,title,rating,replacement_cost
4.7,12475,91,4.7,In the Army Now,6.071466,6.07
6.8,9386,128,6.8,In the Line of Fire,12.637158,12.64
7.6,7984,133,7.6,In the Name of the Father,7.405895,7.41
3.9,59930,110,3.9,The Inkwell,0.613335,0.61
6.9,15765,118,6.9,What's Love Got to Do with It,14.820883,14.82
4.6,31643,112,4.6,Jimmy Hollywood,4.563989,4.56
6.4,6,110,6.4,Judgment Night,5.538671,5.54
7.6,329,127,7.6,Jurassic Park,8.863776,8.86
6.5,10909,117,6.5,Kalifornia,8.4337,8.43
6.1,507,96,6.1,Killing Zoe,4.948569,4.95
6.4,34024,103,6.4,King of the Hill,4.375347,4.38
6.1,29918,94,6.1,Lassie,3.645342,3.65
6.1,9593,130,6.1,Last Action Hero,9.434006,9.43
5.1,42580,91,5.1,Life With Mikey,6.446229,6.45
5.7,22317,98,5.7,Lightning Jack,2.913584,2.91
6.6,1413,101,6.6,M. Butterfly,6.516976,6.52
5.3,12121,111,5.3,Made in America,5.43085,5.43
5.9,2246,107,5.9,Malice,9.861672,9.86
6.2,10502,114,6.2,The Man without a Face,5.997712,6
7.1,10440,104,7.1,Manhattan Murder Mystery,8.939404,8.94
7.2,9516,97,7.2,Menace II Society,5.260924,5.26
5.8,2320,133,5.8,Executive Decision,13.106291,13.11
6.5,5879,105,6.5,In the Realm of the Senses,8.932494,8.93
7,83718,91,7,What Happened Was...,0.534606,0.53
7.2,11971,111,7.2,Much Ado About Nothing,8.62724,8.63
5.9,2625,114,5.9,Mr. Jones,6.579753,6.58
5.5,31911,98,5.5,Mr. Wonderful,13.011091,13.01
7,788,125,7,Mrs. Doubtfire,11.16553,11.17
7.5,21450,131,7.5,Naked,8.665198,8.67
4.8,11231,107,4.8,The Next Karate Kid,9.9697,9.97
4.8,41588,112,4.8,The New Age,0.596207,0.6
6.1,10447,118,6.1,No Escape,9.715187,9.72
4.8,31586,87,4.8,North,15.534707,15.53
6.7,9300,93,6.7,Orlando,3.800785,3.8
7.2,9559,138,7.2,A Perfect World,8.040589,8.04
7.6,9800,125,7.6,Philadelphia,13.373006,13.37
7.1,713,121,7.1,The Piano,7.436758,7.44
6.9,8291,109,6.9,Poetic Justice,6.972599,6.97
6,18133,112,6,The Program,3.199976,3.2
5.6,25557,109,5.6,The Puppet Masters,7.272296,7.27
5.8,22588,108,5.8,Radioland Murders,8.506727,8.51
6.7,10872,97,6.7,The Ref,5.868677,5.87
7.5,1245,134,7.5,The Remains of the Day,12.222576,12.22
5.9,11858,128,5.9,Renaissance Man,4.985157,4.99
5.8,7007,125,5.8,Rising Sun,6.279082,6.28
5.5,10467,118,5.5,The Road to Wellville,3.416181,3.42
4.2,5550,104,4.2,RoboCop 3,8.685798,8.69
6.4,8005,104,6.4,Robin Hood: Men in Tights,17.136672,17.14
5.7,2088,100,5.7,Romeo Is Bleeding,9.796318,9.8
6.6,10412,94,6.6,Romper Stomper,5.157926,5.16
5.6,47889,114,5.6,Ruby in Paradise,0.941994,0.94
7.2,14534,114,7.2,Rudy,5.914833,5.91
4,56583,99,4,The Saint of Fort Washington,1.065843,1.07
6.2,41878,126,6.2,Savage Nights,1.031556,1.03
8.3,424,195,8.3,Schindler's List,41.725123,41.73
5.3,35233,101,5.3,The Scout,5.715608,5.72
7.3,14291,110,7.3,Searching for Bobby Fischer,12.048587,12.05
5.9,103413,105,5.9,Second Best,0.882596,0.88
7.1,11236,102,7.1,The Secret Garden,6.499523,6.5
6.4,11592,95,6.4,Serial Mom,5.305311,5.31
5.4,8850,108,5.4,The Shadow,7.881107,7.88
6.8,10445,131,6.8,Shadowlands,2.96586,2.97
6.9,695,187,6.9,Short Cuts,8.829337,8.83
5.7,43535,106,5.7,A Simple Twist of Fate,4.13516,4.14
5.2,12519,98,5.2,Sirens,2.86213,2.86
6.5,23210,112,6.5,Six Degrees of Separation,8.730025,8.73
6.5,858,105,6.5,Sleepless in Seattle,10.234919,10.23
4.9,867,108,4.9,Sliver,11.23297,11.23
7.9,78,117,7.9,Blade Runner,96.272374,96.27
5.6,13203,95,5.6,Son in Law,9.122718,9.12
6.1,10442,93,6.1,So I Married an Axe Murderer,8.051914,8.05
5.4,11074,102,5.4,Striking Distance,13.390917,13.39
4,33367,113,4,Harem,1.825468,1.83
4,9607,104,4,Super Mario Bros.,7.198455,7.2
6.1,17585,96,6.1,Surviving the Game,3.644641,3.64
5,9057,102,5,Terminal Velocity,8.012225,8.01
7.4,20967,93,7.4,Thirty Two Short Films About Glenn Gould,0.873068,0.87
6.3,10635,93,6.3,Threesome,10.82236,10.82
7.6,9479,76,7.6,The Nightmare Before Christmas,17.730913,17.73
6.2,10057,105,6.2,The Three Musketeers,6.34785,6.35
7.4,11969,130,7.4,Tombstone,11.338194,11.34
5.5,41590,107,5.5,Trial by Jury,0.85586,0.86
7.5,319,120,7.5,True Romance,17.189328,17.19
7.3,26408,96,7.3,The War Room,1.273617,1.27
6.2,15139,80,6.2,The Pagemaster,7.436001,7.44
6,161158,112,6,"Paris, France",0.741522,0.74
0,218473,0,0,"The Beans of Egypt, Maine",0.38247,0.38
3,85247,97,3,Killer,0.422224,0.42
6.9,11446,88,6.9,Welcome to the Dollhouse,5.14056,5.14
6.3,51980,160,6.3,Germinal,2.759302,2.76
4.7,24405,102,4.7,Chasers,9.85327,9.85
6.4,11655,94,6.4,Cronos,5.513024,5.51
4,11800,95,4,Naked in New York,0.449733,0.45
6.8,8223,117,6.8,Kika,3.647321,3.65
5.1,14587,100,5.1,Bhaji on the Beach,0.441585,0.44
6,31504,119,6,Little Big League,1.960563,1.96
6.2,41653,102,6.2,The Slingshot,1.764582,1.76
0,53185,102,0,Wide Eyed and Legless,0.00015,0
0,95743,90,0,Foreign Student,0.002789,0
7.2,23637,100,7.2,"Ciao, Professore!",3.456868,3.46
5.3,17600,106,5.3,Spanking the Monkey,2.799575,2.8
6.3,10897,82,6.3,The Little Rascals,6.707109,6.71
0,349394,82,0,À la mode,8.20E-05,0
5,21352,94,5,Andre,3.139316,3.14
5,68806,92,5,The Escort,0.046196,0.05
4.4,37345,97,4.4,Princess Caraboo,1.943323,1.94
7,32562,102,7,The Celluloid Closet,6.784687,6.78
6.8,47507,94,6.8,Café au Lait,1.040873,1.04
6.9,25403,100,6.9,Dear Diary,2.904734,2.9
6,124304,106,6,I Don't Want to Talk About It,1.213481,1.21
5.9,9066,84,5.9,The Brady Bunch Movie,4.233092,4.23
7.1,771,103,7.1,Home Alone,0.702543,0.7
6.9,251,127,6.9,Ghost,11.945397,11.95
7.4,812,90,7.4,Aladdin,16.357419,16.36
7.7,280,137,7.7,Terminator 2: Judgment Day,22.661695,22.66
7.6,581,181,7.6,Dances with Wolves,11.654349,11.65
6.3,80350,92,6.3,Tough and Deadly,0.426887,0.43
7,268,126,7,Batman,19.10673,19.11
8.1,274,119,8.1,The Silence of the Lambs,4.307222,4.31
6.9,408,83,6.9,Snow White and the Seven Dwarfs,16.263878,16.26
7.5,10020,84,7.5,Beauty and the Beast,23.433511,23.43
6.9,10895,88,6.9,Pinocchio,14.202284,14.2
7,114,119,7,Pretty Woman,13.348451,13.35
6,41043,87,6,Window to Paris,0.345748,0.35
7.7,576,145,7.7,The Wild Bunch,11.722424,11.72
5.5,15477,101,5.5,Love and a .45,3.40523,3.41
6.5,59146,113,6.5,The Wooden Man's Bride,0.088451,0.09
7,124472,60,7,A Great Day in Harlem,0.076352,0.08
6.1,30528,106,6.1,Bye Bye Love,2.47308,2.47
6.1,7300,108,6.1,One Fine Day,7.009946,7.01
5,10824,93,5,Candyman: Farewell to the Flesh,4.983552,4.98
5,261246,112,5,Century,1.461029,1.46
7.7,275,98,7.7,Fargo,12.61469,12.61
6,25059,89,6,Homeward Bound II: Lost in San Francisco,14.657754,14.66
6.3,11827,90,6.3,Heavy Metal,7.640073,7.64
4.9,8766,86,4.9,Hellraiser: Bloodline,5.263187,5.26
4.6,23570,97,4.6,The Pallbearer,8.174116,8.17
7.1,47333,112,7.1,Jane Eyre,2.420301,2.42
4,54850,91,4,Loaded,0.618066,0.62
7.1,51242,100,7.1,Bread and Chocolate,1.306628,1.31
7.1,10112,78,7.1,The Aristocats,9.834047,9.83
6.9,4307,107,6.9,The Flower of My Secret,2.286788,2.29
5.1,46029,118,5.1,Two Much,1.620174,1.62
3.6,32308,94,3.6,Ed,5.174212,5.17
7.5,88893,105,7.5,Scream of Stone,0.736081,0.74
6.4,52873,127,6.4,My Favorite Season,0.516924,0.52
5,123505,90,5,A Modern Affair,0.173207,0.17
4.7,340210,83,4.7,Condition Red,0.793932,0.79
7.4,44281,98,7.4,Halfaouine: Boy of the Terraces,1.983301,1.98
5.7,28121,108,5.7,A Thin Line Between Love and Hate,2.256747,2.26
6.5,12520,92,6.5,The Last Supper,4.619915,4.62
7.4,1592,129,7.4,Primal Fear,10.326213,10.33
6,166901,89,6,Rude,0.065827,0.07
5.4,36447,109,5.4,Carried Away,1.67218,1.67
5,19042,82,5,All Dogs Go to Heaven 2,5.028897,5.03
7,38884,109,7,Land and Freedom,6.144235,6.14
6.6,47449,80,6.6,Denise Calls Up,0.466476,0.47
3.6,36259,92,3.6,Theodore Rex,2.583686,2.58
5.6,41852,109,5.6,A Family Thing,6.207993,6.21
3,40926,88,3,Frisk,0.319215,0.32
5.5,9099,90,5.5,Sgt. Bilko,5.70904,5.71
5.1,2021,110,5.1,Jack & Sarah,1.523446,1.52
5.7,61752,108,5.7,Girl 6,4.405169,4.41
5.4,10988,107,5.4,Diabolique,4.530079,4.53
6,11479,90,6,"Little Indian, Big City",4.728163,4.73
5,398959,97,5,Roula,0.149157,0.15
4,287305,,4,Peanuts – Die Bank zahlt alles,0.066123,0.07
0,339428,,0,Happy Weekend,0.002229,0
7.1,12652,106,7.1,Nelly and Monsieur Arnaud,1.784647,1.78
6.2,10684,117,6.2,Courage Under Fire,11.595316,11.6
6.7,954,110,6.7,Mission: Impossible,15.793477,15.79
7.7,68445,85,7.7,Cold Fever,0.494977,0.49
6.2,18989,123,6.2,Moll Flanders,2.337263,2.34
5.3,10801,86,5.3,The Superwife,0.821299,0.82
6.2,54285,100,6.2,"301, 302",0.396626,0.4
6.4,8840,103,6.4,DragonHeart,23.63659,23.64
0,278978,,0,Und keiner weint mir nach,0.439989,0.44
0,124625,93,0,My Mother's Courage,0.622885,0.62
5.4,11107,100,5.4,Eddie,3.09233,3.09
6,16417,100,6,Yankee Zulu,1.558066,1.56
0,70934,92,0,Billy's Holiday,0.002444,0
7.3,10363,115,7.3,Purple Noon,3.804493,3.8
5.3,161070,94,5.3,August,0.987434,0.99
6.2,10539,79,6.2,James and the Giant Peach,13.217623,13.22
6.1,10543,97,6.1,Fear,6.954926,6.95
5.9,18414,89,5.9,Kids in the Hall: Brain Candy,2.299851,2.3
4.8,47502,91,4.8,Faithful,1.296862,1.3
7.5,11902,170,7.5,Underground,14.587894,14.59
6.1,27098,130,6.1,All Things Fair,3.582047,3.58
5.2,25087,90,5.2,Bloodsport II,3.085207,3.09
7.9,5801,125,7.9,Pather Panchali,3.900709,3.9
8.2,896,117,8.2,The World of Apu,2.381806,2.38
7,3065,73,7,Mystery Science Theater 3000: The Movie,2.985163,2.99
0,318177,100,0,Tarantella,0.001662,0
6.5,2300,88,6.5,Space Jam,11.054251,11.05
5.7,8069,98,5.7,Barbarella,14.304205,14.3
8,288173,90,8,Hostile Intentions,0.062388,0.06
5.5,187851,98,5.5,They Bite,0.466991,0.47
7.5,27768,25,7.5,Some Folks Call It a Sling Blade,0.459376,0.46
8,221917,0,8,The Run of the Country,0.117662,0.12
6.8,8072,100,6.8,Alphaville,4.658149,4.66
6.8,35797,128,6.8,Coup de Torchon,2.272213,2.27
7.5,88030,75,7.5,Tigrero: A Film That Was Never Made,0.18343,0.18
0,185191,110,0,The Eye of Vichy,0.004117,0
5.8,83857,96,5.8,Windows,0.400023,0.4
6.2,33245,110,6.2,It's My Party,2.791667,2.79
8,124460,118,8,Country Life,0.487357,0.49
4.7,27281,107,4.7,Operation Dumbo Drop,4.357971,4.36
5,105045,115,5,The Promise,0.122178,0.12
5.5,40001,105,5.5,Mrs. Winterbourne,9.1861,9.19
3.9,29621,94,3.9,Solo,1.899069,1.9
6.5,117730,0,6.5,Under The Domim Tree,0.71066,0.71
5.8,20762,114,5.8,The Substitute,10.68537,10.69
5.1,37144,94,5.1,True Crime,1.217249,1.22
7.4,48260,88,7.4,Butterfly Kiss,0.877853,0.88
5.5,12656,99,5.5,Feeling Minnesota,10.298582,10.3
3.3,38867,99,3.3,Delta of Venus,1.099187,1.1
0,277270,0,0,To Cross the Rubicon,0.006854,0.01
6.8,25969,90,6.8,Angus,2.25008,2.25
6.7,44103,138,6.7,Priest Daens,0.755047,0.76
7.1,753,130,7.1,Faces,7.918418,7.92
5.3,43634,86,5.3,Boys,1.579153,1.58
5.3,9103,95,5.3,The Quest,7.941972,7.94
7.1,90214,102,7.1,Cosi,0.947007,0.95
5.1,29649,99,5.1,Sunset Park,1.231692,1.23
6.2,10990,107,6.2,Mulholland Falls,5.79463,5.79
5.7,8866,93,5.7,The Truth About Cats & Dogs,5.121203,5.12
6.5,12233,74,6.5,Oliver & Company,10.813579,10.81
4.9,23449,91,4.9,Celtic Pride,1.940747,1.94
5.3,36355,95,5.3,Flipper,4.557006,4.56
6,37667,100,6,Captives,1.926109,1.93
4.4,90148,103,4.4,Of Love and Shadows,0.709209,0.71
7.2,922,121,7.2,Dead Man,6.505272,6.51
6.7,11876,135,6.7,The Horseman on the Roof,1.690768,1.69
6.6,52633,91,6.6,Switchblade Sisters,6.035166,6.04
5.5,62364,106,5.5,Mouth to Mouth,1.133409,1.13
7.1,11687,107,7.1,The Visitors,7.326169,7.33
5.5,9304,117,5.5,Multiplicity,8.768806,8.77
10,73183,112,10,"The Haunted World of Edward D. Wood, Jr.",0.037443,0.04
0,131232,86,0,Two Friends,0.003949,0
6.3,9100,101,6.3,The Craft,12.860385,12.86
5.1,20759,91,5.1,The Great White Hype,3.321765,3.32
5.6,46063,103,5.6,Last Dance,1.196686,1.2
0,365371,95,0,War Stories Our Mother Never Told Us,0.005625,0.01
7,32513,95,7,Cold Comfort Farm,1.92386,1.92
7.7,40651,104,7.7,"Institute Benjamenta, or This Dream People Call Human Life",0.543042,0.54
5,36915,132,5,Heaven's Prisoners,9.264679,9.26
5.5,40507,99,5.5,Original Gangstas,0.343579,0.34
6.9,9802,136,6.9,The Rock,13.249824,13.25
5.5,25697,91,5.5,Getting Away with Murder,0.746662,0.75
7,21588,105,7,Cemetery Man,6.247819,6.25
6.1,664,113,6.1,Twister,8.739144,8.74
3.9,11867,98,3.9,Barb Wire,5.877599,5.88
5,47119,102,5,Le Garçu,0.125882,0.13
0,314352,92,0,Honeymoon,0.652621,0.65
7.8,9323,83,7.8,Ghost in the Shell,10.686166,10.69
5.5,10280,92,5.5,Thinner,4.856229,4.86
4.9,10535,81,4.9,Spy Hard,8.202057,8.2
0,124613,102,0,Brothers in Trouble,0.594716,0.59
7.5,532,30,7.5,A Close Shave,6.796858,6.8
6.6,26744,78,6.6,Force of Evil,4.386329,4.39
4.2,16299,94,4.2,The Stupids,1.751457,1.75
6.1,10547,115,6.1,The Arrival,6.497591,6.5
0,245268,103,0,The Man from Down Under,0.068254,0.07
8,935,95,8,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,9.80398,9.8
7.8,55613,100,7.8,Careful,0.160571,0.16
0,215107,88,0,Vermont Is for Lovers,0.75,0.75
7.2,41007,92,7.2,A Month by the Lake,0.851078,0.85
5.8,35645,94,5.8,Gold Diggers: The Secret of Bear Mountain,5.508101,5.51
7,110465,113,7,Kim,1.048075,1.05
10,255546,91,10,Carmen Miranda: Bananas Is My Business,0.146287,0.15
7.1,40751,100,7.1,Ashes of Time,5.215992,5.22
8,275096,86,8,The Jar,0.401531,0.4
0,85778,105,0,Maya Lin: A Strong Clear Vision,0.001608,0
7.4,11101,134,7.4,Stalingrad,7.667284,7.67
4.7,9826,100,4.7,The Phantom,8.079541,8.08
4.4,9879,115,4.4,Striptease,11.341502,11.34
5.7,63564,102,5.7,The Last of the High Kings,1.427756,1.43
7.7,22621,105,7.7,Heavy,0.889498,0.89
5.9,7095,113,5.9,Jack,6.287245,6.29
6.1,26890,103,6.1,I Shot Andy Warhol,2.771201,2.77
6.1,46732,107,6.1,The Grass Harp,0.365418,0.37
0,124633,96,0,Someone Else's America,0.099602,0.1
6.5,202425,80,6.5,Life is Rosy,0.514363,0.51
5,196940,80,5,Quartier Mozart,0.011938,0.01
7.3,77771,85,7.3,Touki Bouki,0.043903,0.04
5,181083,75,5,God's Gift,0.049573,0.05
5.5,41225,121,5.5,Spirits of the Dead,1.794298,1.79
0,188589,109,0,Babyfever,0.001687,0
6.3,87190,90,6.3,Pharaoh's  Army,0.837911,0.84
7.8,627,93,7.8,Trainspotting,19.348466,19.35
3.9,32872,113,3.9,Til There Was You,2.700061,2.7
6.7,602,145,6.7,Independence Day,17.634197,17.63
6.6,14553,116,6.6,Stealing Beauty,6.418805,6.42
5.7,9566,116,5.7,The Fan,12.202063,12.2
6.8,10545,91,6.8,The Hunchback of Notre Dame,13.553999,13.55
5.7,9894,96,5.7,The Cable Guy,7.586577,7.59
6.7,11543,113,6.7,Kingpin,11.633347,11.63
5.6,9268,115,5.6,Eraser,6.919314,6.92
6.7,52059,180,6.7,The Gate of Heavenly Peace,0.10705,0.11
5.4,9327,95,5.4,The Nutty Professor,9.651581,9.65
6.8,123763,105,6.8,"I, the Worst of All",0.202495,0.2
7.2,81949,82,7.2,An Unforgettable Summer,0.826372,0.83
0,42005,97,0,A Hungarian Fairy Tale,0.043125,0.04
8,124306,90,8,My Life and Times With Antonin Artaud,0.000308,0
7,183955,100,7,Midnight Dancers,0.05956,0.06
5.1,44535,102,5.1,Somebody to Love,0.970688,0.97
6.3,44495,80,6.3,A Very Natural Thing,0.147662,0.15
0,78285,0,0,The Old Lady Who Walked in the Sea,0.573423,0.57
5.8,11228,115,5.8,Daylight,11.995799,12
6.7,10779,110,6.7,The Frighteners,12.09096,12.09
6.9,26748,135,6.9,Lone Star,9.069963,9.07
5.7,38223,100,5.7,Harriet the Spy,4.086563,4.09
6.2,9294,123,6.2,Phenomenon,5.575992,5.58
6.6,49963,86,6.6,Walking and Talking,0.913281,0.91
5.7,11363,96,5.7,She's the One,10.827266,10.83
7,1645,149,7,A Time to Kill,13.309013,13.31
6.2,31546,88,6.2,American Buffalo,7.031279,7.03
6.5,77056,94,6.5,Rendezvous in Paris,0.227128,0.23
5.2,36344,109,5.2,Alaska,2.318141,2.32
5.2,18550,98,5.2,Fled,3.906949,3.91
3.6,11511,93,3.6,Kazaam,8.962892,8.96
6,172198,106,6,Magic Hunter,0.091984,0.09
5.4,34170,93,5.4,Larger Than Life,3.521921,3.52
6,281085,0,6,A Boy Called Hate,1.56604,1.57
4,109478,89,4,Power 98,0.926867,0.93
7,124645,102,7,Two Deaths,0.145092,0.15
5.8,12606,90,5.8,A Very Brady Sequel,9.898696,9.9
6,69895,82,6,Stefano Quantestorie,0.036699,0.04
7.4,35206,104,7.4,Death in the Garden,1.116063,1.12
6.5,151489,123,6.5,Hedd Wyn,0.270432,0.27
6.5,4837,89,6.5,La Collectionneuse,1.683348,1.68
6.3,12632,139,6.3,Kaspar Hauser,0.000578,0
5.2,9098,100,5.2,Regular Guys,1.165202,1.17
4,282919,,4,Diebinnen,0.106345,0.11
6.5,124614,91,6.5,The Convent,1.606957,1.61
5,18975,90,5,The Adventures of Pinocchio,7.523528,7.52
5,11962,78,5,Joe's Apartment,9.490858,9.49
6.5,2925,102,6.5,The First Wives Club,10.177303,10.18
7.2,28628,99,7.2,Stonewall,0.940228,0.94
6.4,3595,117,6.4,Ransom,8.772188,8.77
5.4,9308,86,5.4,High School High,4.220058,4.22
5.4,92381,89,5.4,Phat Beach,0.879852,0.88
6.3,18555,102,6.3,Foxfire,3.186891,3.19
5.3,12123,107,5.3,Chain Reaction,15.874491,15.87
6.9,10830,98,6.9,Matilda,10.034915,10.03
6.7,3573,121,6.7,Emma,6.593011,6.59
5.2,10546,84,5.2,The Crow: City of Angels,6.554679,6.55
5,18862,108,5,House Arrest,12.297782,12.3
7.5,31417,90,7.5,Eyes Without a Face,9.935891,9.94
5,9431,87,5,Bordello of Blood,3.450402,3.45
7,124619,87,7,Lotto Land,0.042365,0.04
0,297645,90,0,The Story of Xinghua,0.001652,0
7,48144,99,7,The Day the Sun Turned Cold,0.076062,0.08
7.5,46986,85,7.5,Flirt,1.663948,1.66
5,144982,98,5,The Big Squeeze,0.404501,0.4
6.8,47907,117,6.8,The Spitfire Grill,1.19589,1.2
5.6,10061,97,5.6,Escape from L.A.,12.229381,12.23
6.8,36266,123,6.8,Cyclo,1.781952,1.78
6.6,549,108,6.6,Basquiat,4.797674,4.8
5.9,10478,135,5.9,Tin Cup,6.24966,6.25
6,66634,109,6,Dingo,0.124273,0.12
6.4,116690,98,6.4,The Ballad of Narayama,0.969254,0.97
6,213917,104,6,Every Other Weekend,0.629807,0.63
6,145925,0,6,Mille bolle blu,0.03537,0.04
5,100914,113,5,Crows and Sparrows,0.036478,0.04
8.5,238,175,8.5,The Godfather,41.109264,41.11
6.1,159,90,6.1,Maybe... Maybe Not,8.593319,8.59
6.7,11134,95,6.7,Police Story 3: Supercop,6.751864,6.75
6.3,88224,88,6.3,Manny & Lo,1.143656,1.14
0,132641,89,0,Wife,0.096079,0.1
6.4,42758,108,6.4,Small Faces,0.90913,0.91
6.9,9303,108,6.9,Bound,12.449574,12.45
4.9,23945,89,4.9,Carpool,3.714049,3.71
6.1,37820,109,6.1,Death in Brunswick,0.913987,0.91
6.1,22479,116,6.1,Kansas City,5.130136,5.13
4.7,9054,94,4.7,Gone Fishin',2.289647,2.29
4,241058,82,4,Lover's Knot,0.14315,0.14
7.3,11985,118,7.3,Vive L'Amour,1.404588,1.4
4,10232,101,4,Shadow of Angels,0.364246,0.36
6.3,59569,91,6.3,Killer: A Journal of Murder,0.705136,0.71
0,410921,0,0,Nothing to Lose,0.001771,0
5.8,38955,104,5.8,Project S,1.262539,1.26
5.2,110513,90,5.2,Girls Town,0.635669,0.64
7.7,114089,104,7.7,Bye-Bye,0.109406,0.11
5.8,11015,110,5.8,The Relic,7.699967,7.7
4.6,9306,96,4.6,The Island of Dr. Moreau,12.725343,12.73
5.3,12559,101,5.3,First Kid,6.510437,6.51
6.6,58770,94,6.6,The Trigger Effect,9.028947,9.03
5,124851,89,5,Sweet Nothing,0.234665,0.23
5.4,3587,110,5.4,Bogus,2.523605,2.52
5.4,10723,84,5.4,Bulletproof,7.859132,7.86
6.8,56077,96,6.8,Talk of Angels,0.978989,0.98
6.1,19004,71,6.1,The Land Before Time III: The Time of the Great Giving,6.372442,6.37
5,101230,0,5,1-900,0.062128,0.06
0,253632,,0,Baton Rouge,0.437895,0.44
5,10987,88,5,Halloween: The Curse of Michael Myers,8.768288,8.77
7,44705,134,7,Twelfth Night,4.69668,4.7
7.1,20318,114,7.1,Mother Night,6.038784,6.04
6.3,43596,88,6.3,Liebelei,0.472479,0.47
7.5,79782,110,7.5,Venice,0.14713,0.15
7.4,26933,115,7.4,Wild Reeds,2.115268,2.12
6.1,27854,170,6.1,For Whom the Bell Tolls,14.373861,14.37
7.7,981,112,7.7,The Philadelphia Story,8.888069,8.89
7.9,872,103,7.9,Singin' in the Rain,11.064858,11.06
6.9,2769,113,6.9,An American in Paris,5.565203,5.57
7,13320,103,7,Funny Face,5.461487,5.46
7.6,164,110,7.6,Breakfast at Tiffany's,10.879289,10.88
8,426,128,8,Vertigo,18.20822,18.21
8.2,567,112,8.2,Rear Window,17.911314,17.91
7.7,3078,105,7.7,It Happened One Night,6.465257,6.47
7.2,13528,114,7.2,Gaslight,14.545058,14.55
7.2,28288,107,7.2,The Gay Divorcee,2.863935,2.86
7.8,213,136,7.8,North by Northwest,12.410427,12.41
8.1,284,125,8.1,The Apartment,11.994281,11.99
8,239,122,8,Some Like It Hot,11.845107,11.85
7.7,4808,113,7.7,Charade,7.098731,7.1
7.9,289,102,7.9,Casablanca,13.916101,13.92
7.8,963,100,7.8,The Maltese Falcon,5.782544,5.78
7.4,11113,170,7.4,My Fair Lady,12.494394,12.49
7.4,6620,113,7.4,Sabrina,7.359741,7.36
7.8,804,119,7.8,Roman Holiday,11.954806,11.95
7,26531,93,7,The Little Princess,5.640722,5.64
6.8,909,113,6.8,Meet Me in St. Louis,7.331511,7.33
7.4,630,102,7.4,The Wizard of Oz,22.064932,22.06
7.7,770,238,7.7,Gone with the Wind,14.240357,14.24
7.1,31044,92,7.1,My Favorite Year,2.923672,2.92
8.2,599,110,8.2,Sunset Boulevard,11.709777,11.71
8,15,119,8,Citizen Kane,15.811921,15.81
7.9,62,149,7.9,2001: A Space Odyssey,22.494622,22.49
4.8,121357,95,4.8,Golden Earrings,0.949155,0.95
8,705,138,8,All About Eve,12.06308,12.06
6.4,22490,133,6.4,The Women,5.076649,5.08
7.7,223,130,7.7,Rebecca,8.590813,8.59
7,25670,120,7,Foreign Correspondent,9.955445,9.96
7.8,303,102,7.8,Notorious,10.135111,10.14
7.3,4174,111,7.3,Spellbound,5.47596,5.48
7.1,8356,111,7.1,An Affair to Remember,9.813419,9.81
7.1,381,106,7.1,To Catch a Thief,5.490505,5.49
6.6,20758,92,6.6,Father of the Bride,2.469167,2.47
7.1,29376,112,7.1,The Band Wagon,3.573935,3.57
7.3,1859,110,7.3,Ninotchka,5.120036,5.12
7.3,18299,130,7.3,Love in the Afternoon,8.196679,8.2
6.1,17281,116,6.1,Gigi,10.36311,10.36
6.6,64382,94,6.6,The Reluctant Debutante,1.954175,1.95
7.6,10907,102,7.6,The Adventures of Robin Hood,10.685036,10.69
7.1,32093,94,7.1,The Mark of Zorro,7.431939,7.43
7.6,1939,88,7.6,Laura,9.884516,9.88
7.3,22292,104,7.3,The Ghost and Mrs. Muir,3.008607,3.01
6.8,3598,97,6.8,Lost Horizon,3.166544,3.17
7.4,3080,101,7.4,Top Hat,7.122093,7.12
7.7,198,99,7.7,To Be or Not to Be,7.274948,7.27
7.7,13562,94,7.7,My Man Godfrey,5.480098,5.48
7.5,1712,201,7.5,Giant,10.864284,10.86
7.5,220,115,7.5,East of Eden,6.42883,6.43
7.4,3529,93,7.4,The Thin Man,10.573867,10.57
7.5,3085,92,7.5,His Girl Friday,9.88321,9.88
6.5,2897,167,6.5,Around the World in Eighty Days,6.164226,6.16
8,1585,130,8,It's a Wonderful Life,15.031588,15.03
7.9,3083,129,7.9,Mr. Smith Goes to Washington,8.168694,8.17
7.6,900,102,7.6,Bringing Up Baby,6.60577,6.61
6.4,43795,119,6.4,Penny Serenade,2.446972,2.45
8.3,85638,115,8.3,The Scarlet Letter,0.284522,0.28
5,50001,91,5,Lady of Burlesque,0.264695,0.26
6.4,43905,83,6.4,Of Human Bondage,1.831221,1.83
5.7,22688,100,5.7,Angel on My Shoulder,0.594433,0.59
6.6,23114,102,6.6,Little Lord Fauntleroy,4.709847,4.71
5.6,26378,92,5.6,They Made Me a Criminal,1.758391,1.76
6.2,40206,101,6.2,The Inspector General,0.896505,0.9
6.6,22356,100,6.6,Angel and the Badman,8.08426,8.08
7.4,260,86,7.4,The 39 Steps,5.865697,5.87
